DA4l,DC1,DL4,DL5,DM3,DM4,DP1m,VA2,VA4,VA6,VA7l,VC1,VC2,VL2a,VL2p,VM4,D,DA1,DA2,DA4m,DC2,DL2d,DL3,DM2,DM5,DM6,DP1l,VA1d,VA1v,VA3,VA5,VA7m,VM1,VM2,VM3,VM7d,VM7v,VM5d,DM1,V,DC3,DL1,VL1,DA3,DC4,DL2v,VC4,VM5v,VC3,VC5,VM6,Glomerulus 1,Glomerulus 2,Glomerulus 3
0.0,0.0309859154929577,0.0101010101010101,0.0234657039711191,0.0234375,0.0168067226890756,0.0173410404624277,0.0233333333333333,0.0031948881789137,0.0156739811912225,0.0070671378091872,0.0075614366729678,0.0431654676258992,0.0119047619047619,0.0096818810511756,0.0214285714285714,0.0171428571428571,0.005,0.0051282051282051,0.0186046511627906,0.0090293453724604,0.0078585461689587,0.009090909090909,0.027027027027027,0.0206185567010309,0.0138248847926267,0.0189189189189189,0.0047169811320754,0.0041666666666666,0.0099403578528827,0.0023980815347721,0.0467625899280575,0.017094017094017,0.0284360189573459,0.0071942446043165,0.0116666666666666,0.0,0.0132450331125827,0.0234541577825159,0.0261627906976744,0.013089005235602094,0.03759398496240601,0.011029411764705883,0.02564102564102564,0.00819672131147541,0.004223864836325237,0.01634877384196185,0.010752688172043012,0.0,0.032454361054766734,0.008382229673093043,0.17583603020496225,0.10869565217391304,0.12310606060606061
0.0149253731343283,0.0148809523809523,0.0084033613445378,0.0093457943925233,0.0150375939849624,0.0104986876640419,0.0201421800947867,0.0592105263157894,0.0072992700729927,0.0162412993039443,0.0104895104895104,0.0272373540856031,0.0137931034482758,0.0327868852459016,0.0050251256281407,0.0,0.0278293135435992,0.0283400809716599,0.0118577075098814,0.0264900662251655,0.0066445182724252,0.0121580547112462,0.0,0.0388349514563106,0.0232558139534883,0.0408163265306122,0.0068965517241379,0.0,0.0046511627906976,0.0051413881748071,0.0,0.0339943342776204,0.0490463215258855,0.0287081339712918,0.0,0.0179775280898876,0.0145348837209302,0.0421052631578947,0.0341555977229601,0.0350109409190372,0.01079913606911447,0.046052631578947366,0.027649769585253458,0.018867924528301886,0.011764705882352941,0.011530398322851153,0.0025575447570332483,0.011655011655011656,0.008797653958944282,0.008733624454148471,0.010638297872340425,0.17165071770334928,0.15369649805447472,0.11090225563909774
0.0266666666666666,0.0359897172236503,0.0865384615384615,0.0410367170626349,0.00625,0.0406779661016949,0.0125125125125125,0.0405405405405405,0.0118110236220472,0.0152905198776758,0.0114068441064638,0.0135135135135135,0.0284552845528455,0.0068728522336769,0.0076433121019108,0.0236966824644549,0.0313725490196078,0.0098360655737704,0.0,0.0105263157894736,0.0144404332129963,0.0102803738317757,0.0258620689655172,0.0304054054054054,0.0103092783505154,0.03125,0.0235602094240837,0.0096618357487922,0.0158730158730158,0.0027397260273972,0.0,0.0171232876712328,0.0311004784688995,0.0057142857142857,0.0223880597014925,0.0135363790186125,0.0175438596491228,0.0532544378698224,0.0314814814814814,0.0334928229665071,0.003389830508474576,0.060085836909871244,0.013392857142857142,0.0078125,0.010588235294117647,0.008225616921269096,0.0033333333333333335,0.0022123893805309734,0.0026109660574412533,0.034482758620689655,0.007050528789659225,0.22054380664652568,0.16705882352941176,0.11434511434511435
0.0076335877862595,0.0354609929078014,0.0128205128205128,0.0118203309692671,0.0294117647058823,0.0155440414507772,0.0168067226890756,0.010958904109589,0.002906976744186,0.0028248587570621,0.0,0.0153846153846153,0.0338983050847457,0.0081967213114754,0.003731343283582,0.0206185567010309,0.0333333333333333,0.0137614678899082,0.003584229390681,0.008695652173913,0.0,0.003003003003003,0.0101010101010101,0.0196850393700787,0.0272727272727272,0.018018018018018,0.0181086519114688,0.0,0.0226415094339622,0.0164383561643835,0.0,0.0100671140939597,0.0220820189274447,0.0424242424242424,0.0231481481481481,0.0076923076923076,0.003003003003003,0.0117994100294985,0.0328185328185328,0.0351288056206089,0.003484320557491289,0.02608695652173913,0.01904761904761905,0.0,0.016689847009735744,0.006704980842911878,0.0,0.014388489208633094,0.0024096385542168677,0.01956521739130435,0.014772727272727272,0.228328173374613,0.09819639278557114,0.1325115562403698
0.0481927710843373,0.0717821782178217,0.05,0.0211267605633802,0.0068965517241379,0.0198807157057654,0.0103896103896103,0.007380073800738,0.0121580547112462,0.0,0.014760147601476,0.0255009107468123,0.0328947368421052,0.0110294117647058,0.0123152709359605,0.0271493212669683,0.0331125827814569,0.0198019801980198,0.0,0.0,0.0071942446043165,0.004,0.0185185185185185,0.0232558139534883,0.0,0.0952380952380952,0.0228270412642669,0.0,0.0262295081967213,0.0114678899082568,0.0,0.0212765957446808,0.0254957507082152,0.0210084033613445,0.0064935064935064,0.0035211267605633,0.0196078431372549,0.0118694362017804,0.0396039603960396,0.0392670157068062,0.009615384615384616,0.022900763358778626,0.011363636363636364,0.008928571428571428,0.011111111111111112,0.007220216606498195,0.003076923076923077,0.015345268542199489,0.013729977116704805,0.027210884353741496,0.014634146341463415,0.21601016518424396,0.1219047619047619,0.14694656488549618
0.0128205128205128,0.0572139303482587,0.0449438202247191,0.0453460620525059,0.0139860139860139,0.0239130434782608,0.0137287204832509,0.0233333333333333,0.0106761565836298,0.0195530726256983,0.0102389078498293,0.0122807017543859,0.008955223880597,0.0078740157480314,0.0029806259314456,0.036144578313253,0.0330188679245283,0.0084388185654008,0.0149253731343283,0.0142857142857142,0.0102669404517453,0.0020554984583761,0.048780487804878,0.0188679245283018,0.064516129032258,0.0263157894736842,0.0016806722689075,0.0067567567567567,0.0,0.0067567567567567,,0.0238095238095238,0.0305084745762711,0.0206896551724137,0.0136054421768707,0.0070298769771528,0.0095238095238095,0.0180995475113122,0.0304761904761904,0.0331632653061224,0.0029850746268656717,0.012605042016806723,0.0,0.0072992700729927005,0.004860267314702308,0.005145797598627788,0.008287292817679558,0.007407407407407408,0.005747126436781609,0.027722772277227723,0.0075075075075075074,0.21864740643466843,0.10240963855421686,0.1388888888888889
0.0,0.0181268882175226,0.0681818181818181,0.0210526315789473,0.0266666666666666,0.0131291028446389,0.014188422247446,0.0172413793103448,0.0068493150684931,0.0036496350364963,0.0038167938931297,0.0144404332129963,0.0136986301369863,0.0043859649122807,0.0023148148148148,0.0232558139534883,0.052919708029197,0.0144404332129963,0.006060606060606,0.0231660231660231,0.0077972709551656,,0.0163934426229508,0.0583941605839416,0.0382165605095541,0.0186915887850467,0.0191518467852257,0.0,0.0175438596491228,0.0,,0.0284810126582278,0.0579710144927536,0.0124223602484472,0.0051282051282051,0.0036697247706422,0.0,0.0100334448160535,0.0444915254237288,0.0303030303030303,0.0036101083032490976,0.05078125,0.0,0.0125,0.010344827586206896,0.00468384074941452,0.0,0.002717391304347826,0.011876484560570071,0.020754716981132074,0.006993006993006993,0.15568862275449102,0.12581344902386118,0.13279678068410464
0.0086206896551724,0.0230547550432276,0.0253164556962025,0.0321361058601134,0.0335570469798657,0.0122448979591836,0.0173087660524846,0.019047619047619,0.0204918032786885,0.0151975683890577,0.0033112582781456,0.0135363790186125,0.008130081300813,0.0342857142857142,0.0071174377224199,0.0377358490566037,0.032,0.0130434782608695,0.0072727272727272,0.014388489208633,0.0025252525252525,,0.0,0.0239043824701195,0.0078125,0.0234375,0.0198265179677819,0.0,0.0308370044052863,0.0057803468208092,,0.0,0.0148514851485148,0.0336134453781512,0.0058823529411764,0.0101180438448566,0.0101010101010101,0.0205761316872428,0.0256410256410256,0.0264550264550264,0.012048192771084338,0.031746031746031744,0.0,0.009345794392523364,0.0021413276231263384,0.003076923076923077,0.006896551724137931,0.0028089887640449437,0.0,0.014256619144602852,0.0,0.17929292929292928,0.12314225053078556,0.14335060449050085
0.0188679245283018,0.0628571428571428,0.0085470085470085,0.0196629213483146,0.0196078431372549,0.0162790697674418,0.0194723618090452,0.0,0.0142857142857142,0.0088495575221238,,0.0114942528735632,0.0147058823529411,0.0172413793103448,0.0029368575624082,0.0254237288135593,0.0406698564593301,0.0120967741935483,0.0076923076923076,0.0240384615384615,,,0.0,0.026615969581749,0.0517241379310344,0.043103448275862,0.0152380952380952,0.0112359550561797,0.0178571428571428,0.0,,0.0,0.0294117647058823,0.0310880829015544,0.0634920634920634,0.0055555555555555,0.005524861878453,0.0109890109890109,0.0156950672645739,0.0449438202247191,0.0,0.031746031746031744,0.00625,0.041666666666666664,0.01575757575757576,,0.02142857142857143,0.007142857142857143,0.00554016620498615,0.012987012987012988,0.0020491803278688526,0.18,0.14807692307692308,0.09914529914529914
0.0113636363636363,0.0349206349206349,0.0408163265306122,0.0167597765363128,0.0148148148148148,0.0105708245243128,0.0119363395225464,0.0342857142857142,0.0074074074074074,0.0031152647975077,,0.0262237762237762,0.0174216027874564,0.0090634441087613,0.0068027210884353,0.024390243902439,0.0403225806451612,0.0123456790123456,0.0,0.0,,,0.0131578947368421,0.0295358649789029,0.009009009009009,0.012396694214876,0.0032786885245901,0.0,0.0,0.0182648401826484,,0.5,0.0217391304347826,0.0216216216216216,0.0054054054054054,0.0091533180778032,0.0055710306406685,0.0291666666666666,0.0336322869955156,0.0374639769452449,0.0,0.04225352112676056,0.0,0.0,0.008008008008008008,,,,0.013559322033898305,0.006006006006006006,0.0,0.14790419161676646,0.10756972111553785,0.11218568665377177
0.056910569105691,0.0408163265306122,0.0603448275862069,0.0403022670025188,0.0344827586206896,0.0165484633569739,0.0107187894073139,0.0136986301369863,0.0129310344827586,0.0181159420289855,,0.0091575091575091,0.0215827338129496,0.005050505050505,0.0040983606557377,0.0235849056603773,0.0222222222222222,0.0075471698113207,0.0061349693251533,0.0194552529182879,,,0.0222222222222222,0.0347003154574132,0.0093457943925233,0.0313901345291479,0.0188916876574307,0.0,0.0192307692307692,0.0028735632183908,,,0.0248618784530386,0.0171428571428571,0.0,0.0088967971530249,,0.0257510729613733,0.0376569037656903,0.0338983050847457,0.0,0.05855855855855856,0.009523809523809525,0.0,0.0011976047904191617,,,,0.01662049861495845,0.010582010582010581,0.011940298507462687,,,
0.0214285714285714,0.0303030303030303,0.0542635658914728,0.0268595041322314,0.0335570469798657,0.0172910662824207,0.0147719974309569,0.0218978102189781,0.0334928229665071,0.0,,0.0235507246376811,0.0132450331125827,0.0,0.0093167701863354,0.0398230088495575,0.0539772727272727,0.0052356020942408,0.0070422535211267,0.0040650406504065,,,0.0131578947368421,0.0178571428571428,0.0166666666666666,0.0470588235294117,0.0201729106628242,0.0,0.0204081632653061,0.009009009009009,,,0.0125786163522012,0.0416666666666666,0.0050251256281407,0.002004008016032,,0.0032051282051282,0.0308370044052863,0.022801302931596,0.005376344086021506,0.055,0.0,0.016129032258064516,,,,,0.0,0.026041666666666668,0.009287925696594427,,,
0.0176991150442477,0.0375,0.0202020202020202,0.0257009345794392,0.0,0.0131578947368421,0.0131904369332234,0.0186567164179104,0.0113207547169811,0.0113207547169811,,0.0100603621730382,0.024793388429752,0.0213414634146341,0.0,0.0135135135135135,0.0450643776824034,0.0086206896551724,0.013215859030837,0.0122950819672131,,,0.0188679245283018,0.0199203187250996,0.0,0.017391304347826,,0.0,0.0,0.0,,,,0.0165745856353591,0.0050761421319796,0.0081466395112016,,0.0117647058823529,0.0376940133037694,0.0668789808917197,0.025423728813559324,0.04591836734693878,0.02666666666666667,0.011764705882352941,,,,,0.01179245283018868,0.014814814814814815,0.015723270440251572,,,
0.0,0.0389610389610389,0.0804597701149425,0.0378250591016548,0.015625,0.0213903743315508,0.0102489019033674,0.0135135135135135,0.0124610591900311,0.0032258064516129,,,0.0274509803921568,0.0099502487562189,,0.0176991150442477,0.0190735694822888,0.0136054421768707,0.0267857142857142,0.0133928571428571,,,0.0352941176470588,0.0305084745762711,0.0388349514563106,0.0284090909090909,,0.0070422535211267,0.0416666666666666,,,,,0.031055900621118,0.0145631067961165,0.0175438596491228,,0.0186915887850467,0.0665083135391924,0.0309597523219814,,0.05944055944055944,0.008333333333333333,0.02727272727272727,,,,,0.008547008547008548,,0.008928571428571428,,,
0.0073529411764705,0.0470588235294117,0.032258064516129,0.0246085011185682,0.0246913580246913,0.0117924528301886,0.0241273100616016,0.0164609053497942,,0.0082304526748971,,,,0.0053475935828877,,0.0341463414634146,0.0248618784530386,0.0,0.0068965517241379,0.0092165898617511,,,0.0,0.0103092783505154,0.0181818181818181,0.0436507936507936,,0.0,0.0111111111111111,,,,,0.0376344086021505,0.0227272727272727,0.0072992700729927,,0.0163934426229508,0.0251889168765743,0.0437956204379562,,0.08374384236453201,0.0,,,,,,,,0.006825938566552901,,,
0.0161290322580645,0.047923322683706,0.0224719101123595,0.0216718266253869,0.0,0.02,0.0128799587841318,0.0,,0.015,,,,0.0,,0.0306748466257668,,0.0076335877862595,,0.0049504950495049,,,0.04,0.0333333333333333,0.010752688172043,0.0292397660818713,,0.0285714285714285,0.0298507462686567,,,,,0.031413612565445,0.0,0.0071942446043165,,0.0235849056603773,0.0180722891566265,0.0280701754385964,,0.0635593220338983,0.03076923076923077,,,,,,,,0.0034965034965034965,,,
0.0,0.0201729106628242,0.0373831775700934,0.0327380952380952,0.0138888888888888,0.0069444444444444,,0.0051546391752577,,0.0,,,,0.0186046511627906,,0.0384615384615384,,0.0233463035019455,,0.0261194029850746,,,0.0202020202020202,0.0161290322580645,0.0285714285714285,0.0246305418719211,,0.0277777777777777,0.0196078431372549,,,,,0.0087336244541484,0.0231213872832369,,,0.0067114093959731,0.0158730158730158,0.0413533834586466,,0.009009009009009009,0.008264462809917356,,,,,,,,0.011278195488721804,,,
,0.0163934426229508,0.0267857142857142,0.0335051546391752,0.0272108843537414,0.022,,0.0049751243781094,,0.0081967213114754,,,,0.0,,0.031578947368421,,0.0294117647058823,,0.0097087378640776,,,0.0240963855421686,0.0324675324675324,0.015625,0.0174672489082969,,0.0,0.0153846153846153,,,,,0.0121951219512195,0.0244897959183673,,,0.0142857142857142,0.0256410256410256,0.040983606557377,,0.06563706563706563,0.013513513513513514,,,,,,,,0.0,,,
,0.0136986301369863,0.0224719101123595,,0.010752688172043,0.0040485829959514,,0.032520325203252,,0.0089686098654708,,,,0.0,,0.0459183673469387,,0.0127388535031847,,0.0041493775933609,,,0.0086206896551724,0.0334728033472803,0.0,0.0163265306122449,,0.0,0.0338983050847457,,,,,0.025,,,,0.0134529147982062,0.0291005291005291,0.0307692307692307,,0.0375,0.010752688172043012,,,,,,,,0.02142857142857143,,,
,0.0697674418604651,0.0,,0.0326086956521739,0.0045045045045045,,0.0177935943060498,,0.0095238095238095,,,,0.0042372881355932,,0.0169491525423728,,0.0158730158730158,,,,,0.0,0.0433070866141732,0.0238095238095238,0.0410958904109589,,0.0116279069767441,0.0153846153846153,,,,,,,,,0.0043478260869565,0.0447058823529411,0.0368852459016393,,0.04,0.016483516483516484,,,,,,,,0.03571428571428571,,,
,,0.059322033898305,,0.0139860139860139,,,0.0209205020920502,,0.0,,,,0.0082644628099173,,0.0346320346320346,,0.0047846889952153,,,,,0.0329670329670329,0.0303030303030303,0.0282485875706214,0.0235294117647058,,0.0,0.0192307692307692,,,,,,,,,0.0201612903225806,0.0313901345291479,0.025531914893617,,0.022727272727272728,0.032490974729241874,,,,,,,,0.008264462809917356,,,
,,0.0580645161290322,,0.0202702702702702,,,0.0068965517241379,,0.0062893081761006,,,,0.0137931034482758,,0.0650887573964497,,0.0153256704980842,,,,,0.040983606557377,0.0632411067193675,,0.031413612565445,,0.0129870129870129,0.0051020408163265,,,,,,,,,0.0101522842639593,0.0190735694822888,0.0458715596330275,,0.043010752688172046,0.004545454545454545,,,,,,,,0.01327433628318584,,,
,,0.0410958904109589,,0.0080645161290322,,,0.0,,0.014388489208633,,,,0.0169491525423728,,0.0224719101123595,,0.0173160173160173,,,,,0.0091743119266055,0.0456431535269709,,0.0177304964539007,,0.0,0.0169491525423728,,,,,,,,,0.009009009009009,0.0365168539325842,0.0103092783505154,,0.02857142857142857,0.008368200836820083,,,,,,,,0.018957345971563982,,,
,,0.0294117647058823,,0.0726256983240223,,,0.0095238095238095,,0.0282776349614395,,,,0.0085836909871244,,0.0201005025125628,,0.0099502487562189,,,,,0.0142857142857142,0.0242914979757085,,0.0108108108108108,,0.0139860139860139,0.0,,,,,,,,,0.0205128205128205,0.0416666666666666,0.0164835164835164,,0.030303030303030304,0.0,,,,,,,,0.04065040650406504,,,
,,0.04,,0.0116959064327485,,,0.035,,0.0148148148148148,,,,0.0279720279720279,,0.0,,0.0124481327800829,,,,,0.0,0.0333333333333333,,0.0108303249097472,,0.0198019801980198,0.0,,,,,,,,,0.0218579234972677,0.022,0.0378378378378378,,0.019762845849802372,0.045454545454545456,,,,,,,,0.013636363636363636,,,
,,0.0338983050847457,,0.02,,,0.0,,0.009771986970684,,,,0.0,,0.0430622009569378,,0.0,,,,,0.0095238095238095,0.0257731958762886,,0.0283400809716599,,0.0,0.0,,,,,,,,,0.0196078431372549,0.0181405895691609,0.0129032258064516,,0.043824701195219126,0.0,,,,,,,,0.048458149779735685,,,
,,,,0.0206896551724137,,,0.0219780219780219,,0.0121212121212121,,,,0.0,,0.0170454545454545,,0.0,,,,,0.0,0.0076045627376425,,0.04,,0.0208333333333333,0.0,,,,,,,,,0.0147783251231527,0.0334261838440111,0.0779220779220779,,0.05357142857142857,0.03125,,,,,,,,0.00510204081632653,,,
,,,,0.0165289256198347,,,0.0116279069767441,,0.0185185185185185,,,,0.0,,0.0283018867924528,,0.0037593984962406,,,,,0.048780487804878,0.0348258706467661,,,,0.0,0.0331491712707182,,,,,,,,,0.0283018867924528,0.046875,0.0163934426229508,,0.065,,,,,,,,,0.0,,,
,,,,0.0064935064935064,,,0.0133333333333333,,0.0123456790123456,,,,0.0163934426229508,,0.0073529411764705,,0.0350877192982456,,,,,0.0,0.0337078651685393,,,,0.0,0.0,,,,,,,,,0.0097087378640776,0.0177777777777777,0.0315315315315315,,0.056,0.0,,,,,,,,0.019801980198019802,,,
,,,,,,,0.0355329949238578,,0.0193050193050193,,,,0.0113636363636363,,0.0118343195266272,,0.0277777777777777,,,,,0.037037037037037,,,,,0.0,0.0,,,,,,,,,0.0157068062827225,0.0264227642276422,0.0336134453781512,,0.0410958904109589,0.14285714285714285,,,,,,,,0.018518518518518517,,,
,,,,,,,0.0045454545454545,,0.0093023255813953,,,,0.0078125,,0.0317460317460317,,0.0069444444444444,,,,,0.037037037037037,,,,,0.0,0.0257731958762886,,,,,,,,,0.0180995475113122,0.0330788804071246,0.0285714285714285,,0.034482758620689655,,,,,,,,,0.021505376344086023,,,
,,,,,,,0.0181818181818181,,0.0062111801242236,,,,0.0085470085470085,,0.024793388429752,,0.0169491525423728,,,,,,,,,,0.0,0.0151515151515151,,,,,,,,,0.0193050193050193,0.0520094562647754,0.0714285714285714,,0.036585365853658534,0.1,,,,,,,,0.010582010582010581,,,
,,,,,,,0.0157068062827225,,,,,,0.0,,0.0060975609756097,,0.0159744408945686,,,,,,,,,,0.0,0.05,,,,,,,,,0.0139860139860139,0.0398671096345514,0.0484848484848484,,0.061224489795918366,0.0,,,,,,,,0.026455026455026454,,,
,,,,,,,0.0044843049327354,,,,,,,,0.017391304347826,,0.010752688172043,,,,,,,,,,0.0,0.0135135135135135,,,,,,,,,0.0,0.0425963488843813,0.0930232558139534,,0.14285714285714285,0.0,,,,,,,,0.02824858757062147,,,
,,,,,,,,,,,,,,,0.0260869565217391,,0.0074626865671641,,,,,,,,,,0.0144927536231884,0.0138888888888888,,,,,,,,,0.0178571428571428,0.0337837837837837,,,,0.07142857142857142,,,,,,,,0.03546099290780142,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.029069767441860465,,,
,,,,,,,,,,,,,,,,,0.0184049079754601,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.01,,,
,,,,,,,,,,,,,,,,,0.0301204819277108,,,,,,,,,,0.0188679245283018,0.0,,,,,,,,,,,,,,,,,,,,,,0.056818181818181816,,,
,,,,,,,,,,,,,,,,,0.0131004366812227,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.014778325123152709,,,
,,,,,,,,,,,,,,,,,0.0141342756183745,,,,,,,,,,0.0,0.0172413793103448,,,,,,,,,,,,,,,,,,,,,,0.0047169811320754715,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0139372822299651,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0140845070422535,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.032051282051282,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0172413793103448,,,,,,,,,,,0.0083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0085470085470085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0051546391752577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0030959752321981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0174418604651162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0181818181818181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0045871559633027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0069930069930069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.023391812865497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0072463768115942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0178571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.019108280254777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0065359477124183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
